Day,Date,Obama Approve,Obama Disapprove,Date,Bush Approve,Bush Disapprove
1896,03/30/14,42.9,53.4,03/30/06,38.8,57.5
1897,03/31/14,43.4,52.9,03/31/06,38.8,57.5
1898,04/01/14,43.1,53.1,04/01/06,38.3,57.8
1899,04/02/14,42.9,52.9,04/02/06,38.3,57.8
1900,04/03/14,43.2,52.6,04/03/06,38.3,57.8
1901,04/04/14,43.4,52.5,04/04/06,38.3,57.8
1902,04/05/14,43.2,52.7,04/05/06,38.5,57.5
1903,04/06/14,42.9,52.8,04/06/06,38.7,55.3
1904,04/07/14,43,52.8,04/07/06,38,57
1905,04/08/14,43,52.7,04/08/06,38,57
1906,04/09/14,43,52.5,04/09/06,38,57
1907,04/10/14,42.9,52.5,04/10/06,38.2,57.5
1908,04/11/14,42.9,52.4,04/11/06,37.7,57.4
1909,04/12/14,42.9,52.4,04/12/06,37.7,57.4
1910,04/13/14,42.6,52.6,04/13/06,37.9,57.4
1911,04/14/14,42.8,52.5,04/14/06,37.9,57.4
1912,04/15/14,43,51.7,04/15/06,37.9,57.4
1913,04/16/14,43.6,51.6,04/16/06,37.9,57.4
1914,04/17/14,43.3,51.6,04/17/06,37.7,58
1915,04/18/14,43.4,51.5,04/18/06,37.7,58
1916,04/19/14,43.6,51.4,04/19/06,38.2,57.5
1917,04/20/14,43.8,51.3,04/20/06,37.1,57.1
1918,04/21/14,44.1,50.9,04/21/06,37.1,57.1
1919,04/22/14,44.7,50.8,04/22/06,37.1,57.1
1920,04/23/14,44.3,51.2,04/23/06,37.1,57.1
1921,04/24/14,43.7,52.2,04/24/06,36,57.7
1922,04/25/14,43.5,52.3,04/25/06,36,57.7
1923,04/26/14,43.7,52.5,04/26/06,36,57.7
1924,04/27/14,43.6,52,04/27/06,34.8,58.8
1925,04/28/14,43.3,52.3,04/28/06,34.8,58.8
1926,04/29/14,43.8,52,04/29/06,34.8,58.8
1927,04/30/14,43.7,51.8,04/30/06,34.8,58.8
1928,05/01/14,43.9,51.4,05/01/06,35.3,58.5
1929,05/02/14,43.8,51.4,05/02/06,35.2,59.3
1930,05/03/14,43.4,51.8,05/03/06,35.2,59.3
1931,05/04/14,43.4,52,05/04/06,36.4,58
1932,05/05/14,43.8,51.9,05/05/06,35.8,59.2
1933,05/06/14,43.9,51.7,05/06/06,35.8,59.2
1934,05/07/14,44.4,51.6,05/07/06,35.8,59.2
1935,05/08/14,44,52.1,05/08/06,35.8,60.3
1936,05/09/14,44.4,51.7,05/09/06,34.7,60.3
1937,05/10/14,44.1,52,05/10/06,34.7,60.3
1938,05/11/14,44.4,51.7,05/11/06,34.7,60.3
1939,05/12/14,44.3,51.7,05/12/06,34.7,60.3
1940,05/13/14,44.6,51.6,05/13/06,34.7,60.3
1941,05/14/14,44.5,51.1,05/14/06,34.2,60.8
1942,05/15/14,44.3,51.4,05/15/06,34.2,60.8
1943,05/16/14,44,51.5,05/16/06,33.8,61.7
1944,05/17/14,44,51.6,05/17/06,33.8,61.7
1945,05/18/14,43.9,51.9,05/18/06,34.4,61.6
1946,05/19/14,44,51.8,05/19/06,34.4,61.6
1947,05/20/14,44,51.9,05/20/06,34.5,60.7
1948,05/21/14,43.9,51.3,05/21/06,34.5,60.7
1949,05/22/14,44.3,50.9,05/22/06,34.5,60.7
1950,05/23/14,44.1,51.3,05/23/06,35.2,60
1951,05/24/14,44,51.4,05/24/06,35.2,60
1952,05/25/14,43.7,52,05/25/06,36.8,59
1953,05/26/14,44,51.7,05/26/06,36.8,59
1954,05/27/14,44,52.1,05/27/06,36.8,59
1955,05/28/14,44,51.9,05/28/06,36.8,59
1956,05/29/14,44,52,05/29/06,36.3,59.3
1957,05/30/14,43.9,52.1,05/30/06,36.3,59.3
1958,05/31/14,43.6,52,05/31/06,36.3,59.3
1959,06/01/14,43.6,52,06/01/06,36.4,58.8
1960,06/02/14,43.7,51.9,06/02/06,36.4,58.8
1961,06/03/14,43.6,52.7,06/03/06,36.4,58.8
1962,06/04/14,43.4,52.6,06/04/06,36.6,58.4
1963,06/05/14,43.4,52.4,06/05/06,36.6,58.4
1964,06/06/14,43.3,52.5,06/06/06,37.3,57.3
1965,06/07/14,43.1,52.8,06/07/06,37.3,57.3
1966,06/08/14,42.8,53.2,06/08/06,37.3,58.8
1967,06/09/14,43.5,52.5,06/09/06,37.3,58.8
1968,06/10/14,43,52.9,06/10/06,37.3,58.8
1969,06/11/14,43.1,52.7,06/11/06,37.3,58.8
1970,06/12/14,42.9,53.1,06/12/06,36.4,59
1971,06/13/14,42.6,53.5,06/13/06,36.8,59.3
1972,06/14/14,42.4,53.8,06/14/06,36.8,59.3
1973,06/15/14,42.3,54,06/15/06,37.8,56.6
1974,06/16/14,42.5,53.5,06/16/06,37.8,56.6
1975,06/17/14,42.4,53.6,06/17/06,37.8,56.6
1976,06/18/14,42.3,53.6,06/18/06,37.5,56.3
1977,06/19/14,42.3,53.9,06/19/06,37.5,56.3
1978,06/20/14,42,54,06/20/06,38.3,54.5
1979,06/21/14,41.8,53.8,06/21/06,38.3,54.5
1980,06/22/14,42.2,53.8,06/22/06,38.8,53.8
1981,06/23/14,41.6,54.1,06/23/06,38.8,53.8
1982,06/24/14,41.6,54,06/24/06,38.8,53.8
1983,06/25/14,41.5,54.1,06/25/06,38.8,53.8
1984,06/26/14,41.5,53.9,06/26/06,38.8,53.8
1985,06/27/14,41.5,53.9,06/27/06,38.3,55.8
1986,06/28/14,41.7,53.7,06/28/06,38.3,55.8
1987,06/29/14,41.7,53.6,06/29/06,38.3,55.8
1988,06/30/14,41.9,53.6,06/30/06,,
1989,07/01/14,41.7,53.3,07/01/06,39.4,56.7
1990,07/02/14,41.6,53.4,07/02/06,39.4,56.7
1991,07/03/14,41.6,53.4,07/03/06,39.4,56.7
1992,07/04/14,41.6,53.4,07/04/06,39.4,56.7
1993,07/05/14,41.9,53.3,07/05/06,39.4,56.7
1994,07/06/14,42.1,53.1,07/06/06,39.4,56.7
1995,07/07/14,42,53.3,07/07/06,39.8,55
1996,07/08/14,41.4,53.9,07/08/06,39.8,55
1997,07/09/14,41.1,54.3,07/09/06,38.5,55.8
1998,07/10/14,41.1,54.1,07/10/06,38.8,56.8
1999,07/11/14,40.9,54.4,07/11/06,38.8,56.8
2000,07/12/14,41,54.1,07/12/06,38.5,57
2001,07/13/14,41,54.1,07/13/06,38.5,57
2002,07/14/14,41.3,54,07/14/06,38.5,57
2003,07/15/14,41.6,53.7,07/15/06,39.3,56
2004,07/16/14,41.9,53.1,07/16/06,39.3,56
2005,07/17/14,41.8,52.8,07/17/06,39.3,56
2006,07/18/14,42,52.7,07/18/06,39.3,56
2007,07/19/14,42.2,52.7,07/19/06,39.3,56
2008,07/20/14,42.2,52.7,07/20/06,38.5,57
2009,07/21/14,42.3,52.2,07/21/06,37.8,58
2010,07/22/14,42.7,52.2,07/22/06,37.4,57.4
2011,07/23/14,42.6,52.6,07/23/06,38.5,56.8
2012,07/24/14,42.4,52.9,07/24/06,37.4,57.8
2013,07/25/14,42,53.1,07/25/06,37.4,57.8
2014,07/26/14,41.9,53.3,07/26/06,37.4,57.8
2015,07/27/14,42,53.8,07/27/06,37.8,57.6
2016,07/28/14,42,54,07/28/06,38.5,56
2017,07/29/14,41.8,54.5,07/29/06,38.5,56
2018,07/30/14,41.5,55,07/30/06,39.8,56
2019,07/31/14,41.7,54.7,07/31/06,39.8,56
2020,08/01/14,41.6,55.3,08/01/06,39.8,56
2021,08/02/14,41.6,55.1,08/02/06,39.8,56
2022,08/03/14,41.6,55.3,08/03/06,39.6,56.6
2023,08/04/14,41.7,55.1,08/04/06,39.7,56.8
2024,08/05/14,41.6,54.9,08/05/06,39.7,56.8
2025,08/06/14,41.4,54.3,08/06/06,39.7,56.8
2026,08/07/14,41.6,54.2,08/07/06,37.6,59.2
2027,08/08/14,41.2,54.1,08/08/06,37.6,59.2
2028,08/09/14,41.1,54.1,08/09/06,37.7,58.5
2029,08/10/14,41,54.1,08/10/06,36.8,57.8
2030,08/11/14,41.1,54.1,08/11/06,36.8,58
2031,08/12/14,41.1,53.4,08/12/06,36.8,58
2032,08/13/14,41.3,52.8,08/13/06,37,57.3
2033,08/14/14,41.1,52.7,08/14/06,37,57.3
2034,08/15/14,41.3,52.4,08/15/06,37,57.3
2035,08/16/14,41.3,52.6,08/16/06,37.1,57.3
2036,08/17/14,41.3,52.6,08/17/06,37.8,57.3
2037,08/18/14,41.6,52.4,08/18/06,40.8,56
2038,08/19/14,41.8,52.1,08/19/06,40.5,56.3
2039,08/20/14,41.8,52.2,08/20/06,40.8,56.2
2040,08/21/14,42,52,08/21/06,40.8,56.2
2041,08/22/14,41.9,51.9,08/22/06,40,56.2
2042,08/23/14,41.7,52.2,08/23/06,39.4,56.4
2043,08/24/14,41.6,52.6,08/24/06,39.4,56.4
2044,08/25/14,42,52.1,08/25/06,39.3,55.8
2045,08/26/14,42.1,52,08/26/06,39.3,55.8
2046,08/27/14,42.1,52.3,08/27/06,38.8,56
2047,08/28/14,41.8,52.4,08/28/06,38.8,56
2048,08/29/14,41.9,52.3,08/29/06,38.8,56
2049,08/30/14,42,52.1,08/30/06,38.8,56
2050,08/31/14,42,52,08/31/06,38.8,55.8
2051,09/01/14,42,52,09/01/06,40,55.5
2052,09/02/14,42,52.1,09/02/06,40,55.5
2053,09/03/14,42,52.3,09/03/06,39.8,55.5
2054,09/04/14,41.7,52.7,09/04/06,39.8,55.5
2055,09/05/14,41.7,52.7,09/05/06,39.8,55.5
2056,09/06/14,41.7,53,09/06/06,40,55.5
2057,09/07/14,41.8,53.2,09/07/06,40,55.5
2058,09/08/14,42.3,53.4,09/08/06,40,55.8
2059,09/09/14,42,53.8,09/09/06,41,54.8
2060,09/10/14,41.4,54.4,09/10/06,41.2,52.7
2061,09/11/14,41.3,54.6,09/11/06,41.2,52.7
2062,09/12/14,41.4,54,09/12/06,41.2,52.7
2063,09/13/14,41.3,54,09/13/06,40.1,54.7
2064,09/14/14,41.6,53.9,09/14/06,40.1,54.7
2065,09/15/14,41.4,54,09/15/06,40.8,55.2
2066,09/16/14,41.3,54.3,09/16/06,40,55.5
2067,09/17/14,41.2,53.8,09/17/06,40.8,55.6
2068,09/18/14,41.3,53.7,09/18/06,41.2,55
2069,09/19/14,41.3,53.7,09/19/06,41.2,55
2070,09/20/14,41.2,53.8,09/20/06,41.2,55
2071,09/21/14,41.3,53.7,09/21/06,41.5,54.8
2072,09/22/14,41.7,53.3,09/22/06,41.5,54.8
2073,09/23/14,41.6,53.4,09/23/06,41.5,54.8
2074,09/24/14,41.5,53.4,09/24/06,42,55
2075,09/25/14,41.4,53.6,09/25/06,41.3,55.8
2076,09/26/14,41.3,53.5,09/26/06,41.3,55.8
2077,09/27/14,41.3,53.7,09/27/06,41.3,55.8
2078,09/28/14,41.3,53.6,09/28/06,41.3,55.8
2079,09/29/14,41.4,53.6,09/29/06,40,56.5
2080,09/30/14,41.7,53.3,09/30/06,40,56.5
2081,10/01/14,41.9,53.6,10/01/06,38.6,57.4
2082,10/02/14,42.2,53.4,10/02/06,38.6,57.4
2083,10/03/14,42.5,53.4,10/03/06,37.4,57.6
2084,10/04/14,42.9,53.4,10/04/06,37.4,57.6
2085,10/05/14,42.9,53.1,10/05/06,38,58.4
2086,10/06/14,43.3,52.8,10/06/06,37.7,57.9
2087,10/07/14,43,52.9,10/07/06,37.7,57.9
2088,10/08/14,42.9,52.7,10/08/06,38.4,57.4
2089,10/09/14,42.5,52.8,10/09/06,38.4,57.3
2090,10/10/14,42,52.9,10/10/06,38.4,57.3
2091,10/11/14,42.1,53,10/11/06,38.4,57.3
2092,10/12/14,42.4,52.6,10/12/06,38.1,57.4
2093,10/13/14,42.6,52.3,10/13/06,38.8,57.3
2094,10/14/14,42.6,52.3,10/14/06,38.6,57.2
2095,10/15/14,42,52.4,10/15/06,38.8,57.2
2096,10/16/14,42,52.5,10/16/06,38.8,57.2
2097,10/17/14,42,52.9,10/17/06,37.3,58
2098,10/18/14,42,53.1,10/18/06,37.3,58
2099,10/19/14,41.6,53.4,10/19/06,38.2,57.4
2100,10/20/14,41.4,53.6,10/20/06,38.2,57.4
2101,10/21/14,41.6,53.4,10/21/06,38.2,57.5
2102,10/22/14,41.5,54.1,10/22/06,38.4,57.6
2103,10/23/14,41.2,54.1,10/23/06,38.4,57.6
2104,10/24/14,41.3,54.2,10/24/06,38.8,57
2105,10/25/14,41.3,54.4,10/25/06,38.7,56.6
2106,10/26/14,41.2,54.4,10/26/06,38.6,55.8
2107,10/27/14,41.5,54.3,10/27/06,38.6,55.8
2108,10/28/14,41.9,54.7,10/28/06,38.3,56
2109,10/29/14,41.7,54.3,10/29/06,38.3,56
2110,10/30/14,42,53.8,10/30/06,38.3,56
2111,10/31/14,42.1,53.4,10/31/06,38.6,56.6
2112,11/01/14,42,53.4,11/01/06,39.8,55
2113,11/02/14,41.8,53.4,11/02/06,39,55.4
2114,11/03/14,41.9,53.4,11/03/06,39,55.4
2115,11/04/14,42,53.3,11/04/06,39,55.4
2116,11/05/14,42.2,53,11/05/06,39,55.4
2117,11/06/14,42,53.2,11/06/06,39,55.4
2118,11/07/14,41.9,53.3,11/07/06,39,55.4
2119,11/08/14,41.8,53.4,11/08/06,39,55.4
2120,11/09/14,41.7,53.4,11/09/06,38,56.9
2121,11/10/14,41.8,53.3,11/10/06,34.8,60.8
2122,11/11/14,41.6,53.7,11/11/06,36.2,59.8
2123,11/12/14,41.6,53.8,11/12/06,35.5,59.5
2124,11/13/14,41.6,53.9,11/13/06,35.6,59.9
2125,11/14/14,41.8,53.5,11/14/06,35.6,59.9
2126,11/15/14,41.7,53.9,11/15/06,35.7,59.7
2127,11/16/14,41.7,53.7,11/16/06,35.7,59.7
2128,11/17/14,42,53.4,11/17/06,37.8,59.3
2129,11/18/14,41.9,53.6,11/18/06,37,59.8
2130,11/19/14,42.3,53,11/19/06,37,59.8
2131,11/20/14,42.3,53.3,11/20/06,37,59.8
2132,11/21/14,42.5,53.2,11/21/06,37,59.8
2133,11/22/14,42.5,53.3,11/22/06,37,59.8
2134,11/23/14,42.7,53,11/23/06,37,59.8
2135,11/24/14,42.5,53,11/24/06,37,59.8
2136,11/25/14,42,53,11/25/06,37,59.8
2137,11/26/14,42.1,53.5,11/26/06,37.3,59.3
2138,11/27/14,42.1,53.5,11/27/06,37.3,59.3
2139,11/28/14,41.8,53.5,11/28/06,37.3,59.3
2140,11/29/14,41.9,53.5,11/29/06,37,59.5
2141,11/30/14,42,53.3,11/30/06,37,59.5
2142,12/01/14,42.3,53,12/01/06,37,59.5
2143,12/02/14,42.3,53.1,12/02/06,37.8,58.8
2144,12/03/14,42.3,53,12/03/06,37.8,57.8
2145,12/04/14,42.3,53,12/04/06,37.5,57.8
2146,12/05/14,42.3,53.2,12/05/06,37.5,57.8
2147,12/06/14,42.2,53.2,12/06/06,35.6,58.8
2148,12/07/14,42.7,53,12/07/06,34.8,59.5
2149,12/08/14,43.3,52.5,12/08/06,35.8,60.8
2150,12/09/14,42.6,52.7,12/09/06,36.5,60.2
2151,12/10/14,42.4,52.6,12/10/06,36.5,60.2
2152,12/11/14,42,53.4,12/11/06,36.5,60.2
2153,12/12/14,42,53.3,12/12/06,36.5,60.2
2154,12/13/14,41.9,53.1,12/13/06,36.5,60.2
2155,12/14/14,41.8,53.3,12/14/06,36.3,60.6
2156,12/15/14,41.9,53.3,12/15/06,36.3,60.6
2157,12/16/14,41.8,53.2,12/16/06,36.3,60.6
2158,12/17/14,41.8,53.3,12/17/06,36.7,60
2159,12/18/14,42,52.8,12/18/06,36.7,60
2160,12/19/14,42.1,52.8,12/19/06,36.7,60
2161,12/20/14,42.3,52.8,12/20/06,36.7,60
2162,12/21/14,42.5,52.6,12/21/06,36.6,60.3
2163,12/22/14,42.4,52.7,12/22/06,36.6,60.3
2164,12/23/14,42.7,52.5,12/23/06,36.6,60.3
2165,12/24/14,42.7,52.5,12/24/06,36.6,60.3
2166,12/25/14,42.7,52.5,12/25/06,37,59.8
2167,12/26/14,42.6,52.5,12/26/06,37,59.8
2168,12/27/14,42.6,52.5,12/27/06,35.7,59.7
2169,12/28/14,42.8,52.4,12/28/06,35.7,59.7
2170,12/29/14,42.8,52.5,12/29/06,34.5,61.3
2171,12/30/14,43.1,52.4,12/30/06,35.8,61
2172,12/31/14,43.2,52.3,12/31/06,35.8,61
2173,01/01/15,43.2,52.3,01/01/07,35.8,61
2174,01/02/15,43.4,52.1,01/02/07,35,62
2175,01/03/15,43.6,51.9,01/03/07,35,62
2176,01/04/15,43.8,51.9,01/04/07,37,60.5
2177,01/05/15,44.1,51.5,01/05/07,36.6,60
2178,01/06/15,44.3,51.4,01/06/07,36.6,60
2179,01/07/15,44.4,51.6,01/07/07,36.6,60
2180,01/08/15,44.1,51.9,01/08/07,35.7,60.3
2181,01/09/15,43.9,52.1,01/09/07,34,61.4
2182,01/10/15,43.7,52.6,01/10/07,34,61.4
2183,01/11/15,43.9,52.4,01/11/07,33.9,61.6
2184,01/12/15,44.3,52,01/12/07,34.2,61.3
2185,01/13/15,44.5,51.3,01/13/07,34.2,61.3
2186,01/14/15,44.7,50.1,01/14/07,33.9,61.3
2187,01/15/15,44.4,50.3,01/15/07,33.9,61.3
2188,01/16/15,44.7,50.1,01/16/07,33.9,61.3
2189,01/17/15,44.7,50.3,01/17/07,33.9,61.3
2190,01/18/15,44.6,50.6,01/18/07,34.1,61.3
2191,01/19/15,44.5,50.5,01/19/07,36.8,58.5
2192,01/20/15,44.7,50.1,01/20/07,36.8,58.5
2193,01/21/15,45,49.9,01/21/07,36.8,58
2194,01/22/15,45.6,49.3,01/22/07,36.8,58
2195,01/23/15,45.8,49.2,01/23/07,36.8,58
2196,01/24/15,46,49.2,01/24/07,35.8,59.4
2197,01/25/15,45.8,49.2,01/25/07,36.2,59.2
2198,01/26/15,45.8,49.2,01/26/07,36.2,59.2
2199,01/27/15,45.4,49.3,01/27/07,35.8,60
2200,01/28/15,45.7,49.6,01/28/07,35.8,60
2201,01/29/15,45.7,49.7,01/29/07,35.8,60
2202,01/30/15,45.9,49.3,01/30/07,34.4,60.6
2203,01/31/15,46,49.1,01/31/07,34.8,60.8
2204,02/01/15,46.2,49.1,02/01/07,34.8,60.8
2205,02/02/15,46.2,49.2,02/02/07,35.8,57
2206,02/03/15,46,49.6,02/03/07,35.8,57
2207,02/04/15,45.9,50,02/04/07,35.8,57
2208,02/05/15,45.4,50.1,02/05/07,35.6,57.2
2209,02/06/15,45.4,49.5,02/06/07,35.5,57.3
2210,02/07/15,45.5,49.4,02/07/07,35.5,57.3
2211,02/08/15,45.6,49.4,02/08/07,35.8,58.3
2212,02/09/15,45.8,49.7,02/09/07,35.8,58.3
2213,02/10/15,45.8,49.7,02/10/07,35.8,58.3
2214,02/11/15,45.6,50,02/11/07,35.8,58.3
2215,02/12/15,45.6,50,02/12/07,35.8,58.3
2216,02/13/15,45.6,50.3,02/13/07,35.8,59
2217,02/14/15,45.7,50,02/14/07,35.8,59.2
2218,02/15/15,45.2,50.2,02/15/07,35.8,59.2
2219,02/16/15,45.6,50,02/16/07,34.8,59.8
2220,02/17/15,45.6,50,02/17/07,34.3,60
2221,02/18/15,45.2,50.4,02/18/07,34.3,60
2222,02/19/15,45.4,50,02/19/07,34.3,60
2223,02/20/15,45.3,50,02/20/07,34.3,60.1
2224,02/21/15,45.7,49.6,02/21/07,34.3,60.1
2225,02/22/15,45.6,49.7,02/22/07,34.3,60.1
2226,02/23/15,45.3,50,02/23/07,34,60
2227,02/24/15,45,50.4,02/24/07,35,61.8
2228,02/25/15,45.1,50.3,02/25/07,35,61.8
2229,02/26/15,44.6,51,02/26/07,35,61.8
2230,02/27/15,44.6,51,02/27/07,35.2,60.2
2231,02/28/15,44.1,51.6,02/28/07,35.2,60.2
2232,03/01/15,44.6,51.1,03/01/07,35.2,60.2
2233,03/02/15,45,50.4,03/02/07,35.2,60.2
2234,03/03/15,44.6,51.1,03/03/07,34.3,60
2235,03/04/15,44,51.5,03/04/07,34.3,60
2236,03/05/15,43.9,51.5,03/05/07,34.3,60
2237,03/06/15,43.8,51.5,03/06/07,34.3,60
2238,03/07/15,43.8,51.5,03/07/07,34.3,60
2239,03/08/15,44,51.4,03/08/07,34.3,60
2240,03/09/15,44.4,51.1,03/09/07,34.3,60
2241,03/10/15,44.8,50.9,03/10/07,34.3,60
2242,03/11/15,44.8,50.8,03/11/07,34.3,60
2243,03/12/15,44.8,50.9,03/12/07,34.3,60
2244,03/13/15,45.1,50.6,03/13/07,33.7,59.7
2245,03/14/15,45.3,50.5,03/14/07,34.5,59.2
2246,03/15/15,45.3,50.5,03/15/07,34.5,59.2
2247,03/16/15,45.1,50.6,03/16/07,34.8,60.5
2248,03/17/15,45,50.6,03/17/07,34.2,60
2249,03/18/15,44.9,50.9,03/18/07,34.2,60
2250,03/19/15,45.1,50.7,03/19/07,34.2,60
2251,03/20/15,45.1,50.9,03/20/07,34.2,60
2252,03/21/15,44.9,51.1,03/21/07,34.2,60
2253,03/22/15,44.8,51.4,03/22/07,34.2,60
2254,03/23/15,45.1,50.9,03/23/07,34.8,60.6
2255,03/24/15,45.1,51,03/24/07,34.8,60.6
2256,03/25/15,45.3,50.9,03/25/07,34.8,60.6
2257,03/26/15,45.1,50.8,03/26/07,34.8,60.6
2258,03/27/15,45.2,50.7,03/27/07,36.5,60
2259,03/28/15,45.4,50.4,03/28/07,36.5,60.3
2260,03/29/15,45.6,50.2,03/29/07,36.2,60
2261,03/30/15,45.8,50,03/30/07,36.2,60
2262,03/31/15,46,49.8,03/31/07,36.2,60
2263,04/01/15,45.6,49.8,04/01/07,35.3,60.2
2264,04/02/15,45.6,49.9,04/02/07,35.3,60.2
